pos_prob_mean;retorno_log_merval;retorno_log_dolar;prediccion
0.10620619522788646;-0.007568801131537128;-0.003970885429492199;1.0
0.09554797845582168;0.006660842835239933;-0.005319161477600254;
0.09554797845582168;;;
0.09554797845582168;;;1.0
0.04579334885056596;0.030456086206358535;0.005319161477600254;1.0
0.04579334885056596;0.0032474984459280876;0.0;0.0
0.19823005891405046;-0.013610528081242634;-0.002656044058116258;1.0
0.16549485859236326;0.00889082165993571;-0.0026631174194839957;0.0
0.024349620565772057;-0.03266815727986305;0.0;
0.024349620565772057;;;
0.1106698253279319;;;
0.11012943985548279;;;
0.11274431984159439;;;0.0
0.09810083914392938;-0.017257942027130824;0.0;1.0
0.21332000568509102;0.013342325889125206;0.005319161477600254;1.0
0.019453147038196523;0.0012854326807083538;0.0;
0.0641304266710694;;;
0.0641304266710694;;;1.0
0.08161465349257924;0.00858481066863348;-0.005319161477600254;0.0
0.08161465349257924;-0.01207827104952841;-0.0053476063265947005;1.0
0.08161465349257924;0.008538600082465209;0.0;0.0
0.08161465349257924;-0.027755524104509988;0.0053476063265947005;1.0
0.11245473713909344;0.012754617110953603;-0.0053476063265947005;
0.09785447090389461;;;
0.15627233581617475;;;1.0
0.09161717859096825;0.028681979912541067;-0.008075414005546122;0.0
0.1335749463664729;-0.026098534452327016;-0.0027063615977427347;1.0
0.14275063931261403;0.017736229778863688;0.017461827163661958;0.0
0.34712401777505875;-0.013473540019775854;-0.012056408596754054;0.0
0.047882808663416654;-0.04602308547604572;0.0;
0.17772652162238955;;;
0.22239819596086569;;;0.0
0.19620741524208793;-0.04849243209057619;0.010723963362975653;0.0
0.14974598399324654;-0.02145591927877355;0.0;0.0
0.12406273237429559;-0.04938821910213065;0.005319161477600254;1.0
0.1414229263152395;0.06264108580231031;0.010554187678690319;0.0
0.10942370444536209;-0.007404645539313748;0.0;
0.012676116079092026;;;
0.012676116079092026;;;0.0
0.12334038331531562;-0.0030758901303631347;0.007843177461025697;1.0
0.12683751461464543;0.034374918042946234;0.020619287202735315;0.0
0.15956711089238523;-0.01708199920614817;-0.007682496172016329;0.0
0.5512584000825882;-0.025386782287968757;-0.005154650588663934;
0.5512584000825882;;;
0.38745224475860596;;;
0.38745224475860596;;;1.0
0.38745224475860596;0.06386933747529433;0.0025806465934916645;1.0
0.38745224475860596;0.036326388513687746;0.01788042527784839;1.0
0.38745224475860596;0.027338983195665634;-0.010178204915756162;1.0
0.38745224475860596;0.010125040815600173;0.0;0.0
0.38745224475860596;-0.023819123290884647;0.005102051883895342;
0.38745224475860596;;;
0.38745224475860596;;;1.0
0.15647851722314954;0.03589820588099357;-0.007662872745568983;0.0
0.12693343872916346;-0.012679328669264578;0.0;1.0
0.08895131442598843;0.005397197920427033;0.0;
0.10258194215324086;;;
0.1667225209530443;;;
0.08493126803924414;;;
0.1325992874668113;;;
0.29806651547551155;;-0.002567395505246317;1.0
0.003904234617948532;0.02774684059232868;0.007682496172016329;1.0
0.07368204992656645;0.026147389583433878;0.010152371464018373;1.0
0.12670701061870204;0.012953032945778986;0.005037794029957077;1.0
0.048006439193462334;0.01973524162901441;0.0;
0.13575082789996967;;;
0.13823352593595736;;;1.0
0.20118036516881765;0.020028963365248842;0.01990115431729489;1.0
0.16171612538910735;0.010622560519587765;0.02433210065953073;0.0
0.0823854714232896;-0.031780128689975484;0.011947573421117852;1.0
0.12028392437272346;0.02305058322808229;0.019988907741929296;1.0
0.1480837843613699;0.0316516707780341;0.023015975700920954;
0.4773031286895275;;;
0.12367590858290593;;;1.0
0.11317044859979211;0.028905323024179808;0.0445012246705101;1.0
0.09266339951248553;0.012070256753073494;0.06935551881640212;1.0
0.0659551041899249;0.005721774911391364;-0.04357535853863137;0.0
0.10082897050253879;-0.026557146960755063;-0.014957543819619445;1.0
0.12299637403339148;0.0038704150244619484;0.004296462033505755;
0.09577495312551036;;;
0.09577495312551036;;;
0.09577495312551036;;;0.0
0.09577495312551036;-0.00784719428475178;0.01066108178611369;0.0
0.09577495312551036;-0.02612379749539606;-0.01066108178611369;0.0
0.09577495312551036;-0.02195745692737283;-0.0021459235702767643;1.0
0.09577495312551036;0.05317260760865139;0.0021459235702767643;
0.09577495312551036;;;
0.09577495312551036;;;1.0
0.09577495312551036;0.024126077087517572;0.002141328441343404;1.0
0.09577495312551036;0.011033012962245792;0.0021367529497346993;1.0
0.06488320856587962;0.00881174123213846;0.002132196969840905;1.0
0.08490924790012053;0.008926311878628468;0.006369448285480139;1.0
0.10110430723871104;0.02599030055178808;-0.002118644860285457;
0.017569375806488097;;;
0.24453047127462924;;;0.0
0.15734985237941146;-0.002949638729020876;0.01890812633683492;0.0
0.22172724078409373;-0.005602360694192399;0.01035205932103267;1.0
0.22027360694482923;0.027831256201388044;-0.0020618564005587814;1.0
0.07611769883494292;0.01038552582026675;0.0020618564005587814;1.0
0.06377961114048958;0.022294168957353477;-0.004127972838031013;
0.2706485824393375;;;
0.2706485824393375;;;1.0
0.0023762944620102644;0.0008883550816864982;0.008238975544553107;1.0
0.1592594477115199;0.005316555740149553;0.004094171532663005;1.0
0.10917701549152588;0.0025877178502167197;0.0020408170348531485;
0.1254824978299439;;;
0.0033029948826879263;;;
0.0033029948826879263;;;
0.04252155590802431;;;1.0
0.09916391219943761;0.013662248617407613;-0.0020408170348531485;0.0
0.11840587873336707;-0.008632029022063392;0.0020408170348531485;0.0
0.11840587873336707;-0.0038309472051061277;-0.006134988567516153;1.0
0.04867638398094901;0.032485281615169725;0.0;0.0
0.015780327608808875;-0.001237415404151676;0.0;
0.16683977576238768;;;
0.10056732487383074;;;1.0
0.12766843674458064;0.022106276925748958;-0.007205383721269776;1.0
